Source IP,Destination IP,Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Label
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,70,1,1,114285.71,28571.428,1
172.16.0.1,192.168.10.50,18,1,1,444444.44,111111.11,1
192.168.10.15,192.168.10.3,30903,4,2,6666.0195,194.15591,0
172.16.0.1,192.168.10.50,65,1,1,92307.695,30769.23,1
172.16.0.1,192.168.10.50,51,1,1,117647.06,39215.688,1
172.16.0.1,192.168.10.50,87,1,1,68965.516,22988.506,1
172.16.0.1,192.168.10.50,47,1,1,127659.58,42553.19,1
172.16.0.1,192.168.10.50,61,1,1,131147.55,32786.887,1
192.168.10.15,192.168.10.3,172,2,2,953488.4,23255.814,0
192.168.10.8,68.67.178.246,67,2,0,179104.48,29850.746,0
172.16.0.1,192.168.10.50,29,1,1,206896.55,68965.516,1
192.168.10.3,192.168.10.1,23845,1,1,10400.503,83.87502,0
172.16.0.1,192.168.10.50,1302,3,1,0.0,3072.1965,1
192.168.10.15,54.243.129.55,4776219,26,19,3388.873,9.421679,0
192.168.10.16,172.217.7.2,62648881,30,31,88.557045,0.9736806,0
192.168.10.3,192.168.10.1,31265,1,1,5213.4976,63.969296,0
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
192.168.10.8,192.168.10.3,30529,2,2,6551.148,131.02296,0
172.16.0.1,192.168.10.50,20,1,1,300000.0,100000.0,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,74,1,1,108108.11,27027.027,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,23,1,1,347826.1,86956.52,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,53,1,1,150943.39,37735.848,1
172.16.0.1,192.168.10.50,8,1,1,1e+06,250000.0,1
192.168.10.12,54.83.127.186,3,2,0,4e+06,666666.7,0
172.16.0.1,192.168.10.50,54,1,1,148148.14,37037.035,1
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
172.16.0.1,192.168.10.50,68,1,1,117647.06,29411.766,1
192.168.10.19,115.159.246.156,5528599,10,6,1116.196,2.8940425,0
172.16.0.1,192.168.10.50,16,1,1,375000.0,125000.0,1
192.168.10.15,34.226.31.176,89,2,0,134831.45,22471.91,0
172.16.0.1,192.168.10.50,81,1,1,74074.07,24691.357,1
172.16.0.1,192.168.10.50,51,1,1,156862.75,39215.688,1
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
192.168.10.8,205.216.27.143,100330261,19,16,67.36751,0.3488479,0
172.16.0.1,192.168.10.50,2,1,1,3e+06,1e+06,1
172.16.0.1,192.168.10.50,65,1,1,92307.695,30769.23,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
192.168.10.5,192.168.10.3,169,2,2,1.2307692e+06,23668.639,0
192.168.10.15,192.168.10.3,31020,2,2,12508.06,128.94907,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,29,1,1,275862.06,68965.516,1
172.16.0.1,192.168.10.50,55,1,1,109090.91,36363.637,1
192.168.10.14,50.19.83.4,115249212,21,20,52.416843,0.3557508,0
172.16.0.1,192.168.10.50,51,1,1,156862.75,39215.688,1
192.168.10.14,52.205.10.19,5992700,9,6,905.26807,2.5030453,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,60,1,1,133333.33,33333.332,1
172.217.10.132,192.168.10.25,27,1,1,0.0,74074.07,0
192.168.10.5,192.168.10.3,171,2,2,1.6608188e+06,23391.812,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
172.16.0.1,192.168.10.50,38,1,1,210526.31,52631.58,1
192.168.10.15,192.168.10.3,155,2,2,1.0580645e+06,25806.451,0
192.168.10.50,172.16.0.1,3,1,1,2e+06,666666.7,0
192.168.10.8,192.168.10.3,217,2,2,1.2718894e+06,18433.18,0
192.168.10.5,192.168.10.3,47459,4,2,6953.37,126.42491,0
172.217.9.226,192.168.10.16,3,2,0,0.0,666666.7,0
192.168.10.3,192.168.10.1,31295,1,1,5943.4414,63.907974,0
192.168.10.3,192.168.10.1,30358,1,1,3952.8296,65.88049,0
68.67.180.12,192.168.10.16,32203,2,1,0.0,93.15902,0
172.16.0.1,192.168.10.50,79,1,1,101265.82,25316.455,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.5,50.97.40.233,97603,8,5,50172.637,133.19263,0
192.168.10.3,192.168.10.1,30388,1,1,5396.867,65.81545,0
192.168.10.3,192.168.10.1,71025,1,1,3322.7737,28.1591,0
172.16.0.1,192.168.10.50,55,1,1,145454.55,36363.637,1
192.168.10.12,192.168.10.3,223,2,2,1.8295964e+06,17937.22,0
172.16.0.1,192.168.10.50,92,1,1,86956.52,21739.13,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,32,1,1,187500.0,62500.0,1
192.168.10.50,192.168.10.3,119169045,48,24,144.8027,0.60418373,0
172.16.0.1,192.168.10.50,55,1,1,145454.55,36363.637,1
172.16.0.1,192.168.10.50,93,1,1,64516.13,21505.377,1
192.168.10.19,192.168.10.3,276,2,2,1.01449275e+06,14492.754,0
192.168.10.14,212.77.100.41,119959276,10,7,10.036739,0.14171477,0
23.50.75.27,192.168.10.17,29,1,1,0.0,68965.516,0
192.168.10.5,68.67.178.252,80,2,0,150000.0,25000.0,0
192.168.10.16,192.168.10.3,3162,2,2,87286.53,1265.0221,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.14,192.168.10.3,91531,4,2,4960.0684,65.55156,0
192.168.10.16,192.168.10.3,46757,2,2,5646.2134,85.54869,0
193.17.41.99,192.168.10.14,3,2,0,4e+06,666666.7,0
172.16.0.1,192.168.10.50,87,1,1,91954.02,22988.506,1
172.16.0.1,192.168.10.50,18,1,1,444444.44,111111.11,1
172.16.0.1,192.168.10.50,68,1,1,117647.06,29411.766,1
172.16.0.1,192.168.10.50,91,1,1,87912.086,21978.021,1
172.16.0.1,192.168.10.50,65,1,1,92307.695,30769.23,1
172.16.0.1,192.168.10.50,73,1,1,109589.04,27397.26,1
172.217.11.2,192.168.10.16,231,2,0,0.0,8658.009,0
192.168.10.3,192.168.10.1,636,1,1,276729.56,3144.654,0
172.16.0.1,192.168.10.50,41,1,1,146341.47,48780.49,1
172.16.0.1,192.168.10.50,50,1,1,160000.0,40000.0,1
192.168.10.14,192.168.10.3,184,2,2,1.7608696e+06,21739.13,0
172.16.0.1,192.168.10.50,48,1,1,166666.67,41666.668,1
172.217.10.66,192.168.10.8,76,1,1,157894.73,26315.79,0
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
192.168.10.19,67.72.99.137,59245,2,0,0.0,33.75812,0
172.16.0.1,192.168.10.50,66,1,1,121212.125,30303.031,1
172.16.0.1,192.168.10.50,36,1,1,222222.22,55555.555,1
172.16.0.1,192.168.10.50,36,1,1,166666.67,55555.555,1
172.16.0.1,192.168.10.50,54,1,1,148148.14,37037.035,1
192.168.10.8,192.168.10.3,166,2,2,1.686747e+06,24096.385,0
192.168.10.15,104.90.89.233,117113616,24,19,79.28198,0.36716482,0
172.16.0.1,192.168.10.50,70,1,1,114285.71,28571.428,1
192.168.10.3,192.168.10.1,112892,1,1,1266.6974,17.716047,0
172.16.0.1,192.168.10.50,8,1,1,1e+06,250000.0,1
172.16.0.1,192.168.10.50,58,1,1,103448.27,34482.758,1
172.16.0.1,192.168.10.50,14,1,1,571428.56,142857.14,1
172.16.0.1,192.168.10.50,3,1,1,2.6666668e+06,666666.7,1
192.168.10.15,104.97.112.134,115326669,29,34,310.81274,0.54627436,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,60,1,1,133333.33,33333.332,1
192.168.10.17,192.168.10.3,344,2,2,848837.2,11627.907,0
172.16.0.1,192.168.10.50,70,1,1,85714.29,28571.428,1
172.16.0.1,192.168.10.50,8,1,1,750000.0,250000.0,1
192.168.10.5,172.217.10.99,108554,8,5,42752.914,119.756065,0
52.203.250.70,192.168.10.14,4,2,0,9.25e+06,500000.0,0
172.16.0.1,192.168.10.50,51,1,1,117647.06,39215.688,1
212.77.99.20,192.168.10.14,4,2,0,3e+06,500000.0,0
192.168.10.50,192.168.10.25,76,1,1,0.0,26315.79,0
172.16.0.1,192.168.10.50,52,1,1,115384.62,38461.54,1
192.168.10.12,192.168.10.255,17,13,0,1.78e+08,764705.9,0
192.168.10.3,192.168.10.1,159712,1,1,713.7848,12.522541,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.12,192.168.10.3,801851,2,2,326.744,4.988458,0
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,53,1,1,113207.55,37735.848,1
172.16.0.1,192.168.10.50,67,1,1,89552.24,29850.746,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,51,1,1,117647.06,39215.688,1
172.16.0.1,192.168.10.50,4,1,1,1.5e+06,500000.0,1
172.16.0.1,192.168.10.50,4,1,1,2e+06,500000.0,1
192.168.10.16,178.255.83.1,50558,3,4,25614.146,138.45485,0
172.16.0.1,192.168.10.50,52,1,1,153846.16,38461.54,1
192.168.10.3,192.168.10.1,40983,2,2,7686.114,97.60145,0
192.168.10.8,61.213.187.246,7763,2,0,1545.7942,257.63235,0
172.16.0.1,192.168.10.50,39,1,1,205128.2,51282.05,1
192.168.10.19,159.127.41.169,264335,5,7,19690.922,45.39694,0
192.168.10.14,104.88.68.190,440209,12,7,14320.471,43.161316,0
192.168.10.9,172.217.10.46,115826400,16,14,10.956052,0.25900832,0
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,46,1,1,130434.78,43478.26,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
172.16.0.1,192.168.10.50,81,1,1,74074.07,24691.357,1
172.16.0.1,192.168.10.50,9,1,1,666666.7,222222.22,1
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
172.16.0.1,192.168.10.50,39,1,1,153846.16,51282.05,1
172.16.0.1,192.168.10.50,28,1,1,214285.72,71428.57,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.9,222.245.77.75,62543953,23,27,314.62674,0.7994378,0
172.16.0.1,192.168.10.50,18,1,1,444444.44,111111.11,1
54.86.30.92,192.168.10.14,3,2,0,4e+06,666666.7,0
172.16.0.1,192.168.10.50,40,1,1,200000.0,50000.0,1
192.168.10.17,104.97.131.233,6001712,10,7,864.0868,2.832525,0
172.16.0.1,192.168.10.50,75,1,1,80000.0,26666.666,1
192.168.10.8,192.168.10.3,167,2,2,1.9161676e+06,23952.096,0
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
172.16.0.1,192.168.10.50,674,1,1,8902.077,2967.3591,1
172.16.0.1,192.168.10.50,59,1,1,135593.22,33898.305,1
172.16.0.1,192.168.10.50,13,1,1,615384.6,153846.16,1
192.168.10.14,192.168.10.3,218,2,2,1.1284404e+06,18348.623,0
192.168.10.5,178.255.83.1,73636,2,0,162.96376,27.160627,0
192.168.10.5,192.168.10.3,23749,2,2,9937.261,168.42815,0
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
192.168.10.14,192.168.10.3,195,2,2,2.6666668e+06,20512.82,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,10,1,1,600000.0,200000.0,1
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
172.16.0.1,192.168.10.50,13,1,1,461538.47,153846.16,1
52.84.145.48,192.168.10.14,3,2,0,4e+06,666666.7,0
172.16.0.1,192.168.10.50,47,1,1,127659.58,42553.19,1
172.16.0.1,192.168.10.50,55,1,1,145454.55,36363.637,1
172.16.0.1,192.168.10.50,65,1,1,92307.695,30769.23,1
192.168.10.3,192.168.10.1,30887,1,1,5827.6943,64.75216,0
192.168.10.17,192.168.10.3,259,2,2,918918.94,15444.016,0
192.168.10.8,192.168.10.3,168,2,2,1.6904762e+06,23809.523,0
172.16.0.1,192.168.10.50,84,1,1,71428.57,23809.523,1
192.168.10.19,173.241.242.143,479854,1,1,25.007607,4.1679344,0
192.168.10.14,192.168.10.3,32315,4,4,9902.522,247.56305,0
192.168.10.14,173.241.242.143,30177262,9,10,158.3974,0.6296131,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.5,205.174.165.73,1011324,3,3,17.79845,5.932817,0
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
172.16.0.1,192.168.10.50,40,1,1,150000.0,50000.0,1
172.16.0.1,192.168.10.50,76,1,1,105263.16,26315.79,1
192.168.10.16,192.168.10.50,1307239,41,40,7161.659,61.962654,0
192.168.10.3,192.168.10.1,64288,1,1,3795.4207,31.110004,0
192.168.10.8,192.168.10.3,252,2,2,1.8650794e+06,15873.016,0
172.16.0.1,192.168.10.50,46,1,1,173913.05,43478.26,1
172.16.0.1,192.168.10.50,62,1,1,96774.195,32258.064,1
172.16.0.1,192.168.10.50,84,1,1,95238.09,23809.523,1
172.16.0.1,192.168.10.50,8,1,1,1e+06,250000.0,1
172.16.0.1,192.168.10.50,65,1,1,92307.695,30769.23,1
192.168.10.15,192.168.10.3,61235,4,2,8655.181,97.98318,0
172.16.0.1,192.168.10.50,26,1,1,230769.23,76923.08,1
172.16.0.1,192.168.10.50,52,1,1,153846.16,38461.54,1
172.16.0.1,192.168.10.50,5,1,1,1.2e+06,400000.0,1
172.16.0.1,192.168.10.50,41,1,1,195121.95,48780.49,1
192.168.10.50,192.168.10.3,1087,9,6,5.845446e+06,13799.448,0
172.16.0.1,192.168.10.50,56,1,1,107142.86,35714.285,1
192.168.10.8,183.79.1.74,782444,6,10,6911.677,20.448748,0
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.9,192.168.10.3,253368,2,2,1176.1548,15.787313,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.50,192.168.10.25,3,2,0,4.13e+07,666666.7,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,14,1,1,571428.56,142857.14,1
192.168.10.9,192.168.10.3,114422,2,2,1765.3948,34.958313,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
192.168.10.3,192.168.10.1,89152457,3,3,6.808562,0.06730045,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
172.16.0.1,192.168.10.50,72,1,1,83333.336,27777.777,1
172.16.0.1,192.168.10.50,26,1,1,230769.23,76923.08,1
172.16.0.1,192.168.10.50,115,1,1,69565.22,17391.305,1
192.168.10.16,68.67.178.196,10347481,7,7,651.3663,1.3529863,0
172.16.0.1,192.168.10.50,53,1,1,150943.39,37735.848,1
172.16.0.1,192.168.10.50,53,1,1,113207.55,37735.848,1
172.16.0.1,192.168.10.50,46,1,1,173913.05,43478.26,1
192.168.10.16,213.133.105.188,5234232,7,4,146.3443,2.1015499,0
172.16.0.1,192.168.10.50,109,1,1,55045.87,18348.623,1
172.217.10.35,192.168.10.15,3,2,0,4e+06,666666.7,0
34.193.24.97,192.168.10.5,50596,2,1,355.75934,59.293224,0
172.16.0.1,192.168.10.50,46,1,1,130434.78,43478.26,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
172.16.0.1,192.168.10.50,71,1,1,112676.055,28169.014,1
172.16.0.1,192.168.10.50,47,1,1,170212.77,42553.19,1
172.16.0.1,192.168.10.50,82,1,1,97560.98,24390.244,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
172.16.0.1,192.168.10.50,60,1,1,100000.0,33333.332,1
192.168.10.15,23.61.187.27,92454463,13,13,20.550657,0.2812195,0
172.16.0.1,192.168.10.50,62,1,1,96774.195,32258.064,1
192.168.10.19,192.168.10.3,222,2,2,1.0630631e+06,18018.018,0
192.168.10.50,192.168.10.14,3,1,3,8e+06,1.3333334e+06,0
192.168.10.8,213.239.195.215,40014402,14,12,92.71661,0.649766,0
172.16.0.1,192.168.10.50,57,1,1,105263.16,35087.72,1
172.16.0.1,192.168.10.50,40,1,1,150000.0,50000.0,1
52.84.145.46,192.168.10.9,29,1,1,413793.1,68965.516,0
172.16.0.1,192.168.10.50,61,1,1,131147.55,32786.887,1
192.168.10.14,54.225.73.95,119975656,21,19,38.591164,0.33340096,0
192.168.10.3,192.168.10.1,37065,1,1,4046.9446,53.95926,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
192.168.10.16,192.168.10.50,115,1,1,0.0,17391.305,0
172.16.0.1,192.168.10.50,52,1,1,153846.16,38461.54,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,70,1,1,114285.71,28571.428,1
172.16.0.1,192.168.10.50,59,1,1,135593.22,33898.305,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.5,172.217.12.162,569667,10,8,8267.988,31.597406,0
172.16.0.1,192.168.10.50,15,1,1,400000.0,133333.33,1
172.16.0.1,192.168.10.50,21,1,1,285714.28,95238.09,1
104.97.114.101,192.168.10.14,3,1,1,4e+06,666666.7,0
172.16.0.1,192.168.10.50,52,1,1,115384.62,38461.54,1
192.168.10.3,192.168.10.1,31140,1,1,7193.3203,64.226074,0
172.16.0.1,192.168.10.50,46,1,1,173913.05,43478.26,1
192.168.10.15,192.168.10.3,174,2,2,1.1724138e+06,22988.506,0
172.16.0.1,192.168.10.50,64,1,1,125000.0,31250.0,1
192.168.10.16,85.114.159.93,30455564,11,11,196.81133,0.7223639,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
192.168.10.3,192.168.10.1,96437,1,1,2478.302,20.738928,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,66,1,1,121212.125,30303.031,1
172.16.0.1,192.168.10.50,55,1,1,145454.55,36363.637,1
172.16.0.1,192.168.10.50,37,1,1,216216.22,54054.055,1
192.168.10.15,192.168.10.3,100676,4,2,2681.8706,59.597122,0
172.16.0.1,192.168.10.50,70,1,1,85714.29,28571.428,1
192.168.10.14,162.247.242.19,80495399,17,21,167.88538,0.47207668,0
192.168.10.3,192.168.10.1,76980,1,1,2312.2888,25.980774,0
172.16.0.1,192.168.10.50,69,1,1,115942.03,28985.508,1
172.16.0.1,192.168.10.50,70,1,1,85714.29,28571.428,1
192.168.10.8,192.168.10.3,228,2,2,1.5350878e+06,17543.86,0
192.168.10.16,104.89.79.233,6020826,3,1,0.0,0.66436064,0
192.168.10.14,192.168.10.3,167,2,2,1.1976048e+06,23952.096,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,3,1,1,2.6666668e+06,666666.7,1
192.168.10.15,192.168.10.3,209,2,2,1.5502392e+06,19138.756,0
172.16.0.1,192.168.10.50,37,1,1,216216.22,54054.055,1
172.16.0.1,192.168.10.50,88,1,1,68181.82,22727.273,1
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
192.168.10.12,192.168.10.3,24107,2,2,16592.691,165.92691,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.217.10.98,192.168.10.17,38,1,1,0.0,52631.58,0
192.168.10.5,178.255.83.1,47525,3,4,27627.564,147.2909,0
192.168.10.19,103.6.0.15,126,2,0,0.0,15873.016,0
192.168.10.16,192.168.10.50,113,3,1,70796.46,35398.23,0
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,69,1,1,86956.52,28985.508,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
172.16.0.1,192.168.10.50,32,1,1,187500.0,62500.0,1
172.16.0.1,192.168.10.50,78,1,1,76923.08,25641.025,1
172.16.0.1,192.168.10.50,22,1,1,363636.38,90909.09,1
192.168.10.17,104.19.192.102,116792698,14,11,87.49691,0.21405448,0
172.16.0.1,192.168.10.50,48,1,1,166666.67,41666.668,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
192.168.10.19,67.72.99.137,462,2,0,0.0,4329.0044,0
192.168.10.50,172.16.0.1,1,1,1,8e+06,2e+06,0
172.16.0.1,192.168.10.50,74,1,1,81081.08,27027.027,1
192.168.10.25,151.101.20.207,48,2,0,250000.0,41666.668,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
192.168.10.16,192.168.10.3,188,2,2,1.4574468e+06,21276.596,0
192.168.10.12,172.217.3.110,158330,10,8,31724.879,113.68661,0
192.168.10.15,172.217.11.34,63200558,61,93,759.2338,2.4366872,0
192.168.10.8,192.168.10.3,190,2,2,1.4526316e+06,21052.63,0
172.16.0.1,192.168.10.50,32,1,1,250000.0,62500.0,1
172.16.0.1,192.168.10.50,40,1,1,200000.0,50000.0,1
172.16.0.1,192.168.10.50,73,1,1,109589.04,27397.26,1
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
172.16.0.1,192.168.10.50,64,1,1,93750.0,31250.0,1
192.168.10.17,192.168.10.3,943,2,2,262990.47,4241.7817,0
172.16.0.1,192.168.10.50,75,1,1,80000.0,26666.666,1
172.16.0.1,192.168.10.50,41,1,1,146341.47,48780.49,1
172.16.0.1,192.168.10.50,41,1,1,195121.95,48780.49,1
172.16.0.1,192.168.10.50,13,1,1,615384.6,153846.16,1
192.168.10.5,192.168.10.3,236,2,2,677966.1,16949.152,0
192.168.10.5,172.217.12.162,321814,9,8,15499.637,52.825546,0
172.16.0.1,192.168.10.50,53,1,1,113207.55,37735.848,1
192.168.10.15,192.168.10.3,62092,4,2,4960.3813,96.630806,0
172.16.0.1,192.168.10.50,10,1,1,800000.0,200000.0,1
172.16.0.1,192.168.10.50,70,1,1,85714.29,28571.428,1
172.16.0.1,192.168.10.50,70,1,1,85714.29,28571.428,1
172.16.0.1,192.168.10.50,11,1,1,727272.75,181818.19,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.16,172.217.12.206,97001439,14,12,12.175077,0.26803726,0
192.168.10.8,192.175.201.57,8369095,99,155,29679.434,30.349756,0
192.168.10.16,192.168.10.3,46822,2,2,7261.544,85.429924,0
192.168.10.15,192.168.10.3,52864,4,4,11198.547,151.33173,0
172.16.0.1,192.168.10.50,53,1,1,113207.55,37735.848,1
172.16.0.1,192.168.10.50,71,1,1,84507.04,28169.014,1
172.16.0.1,192.168.10.50,71,1,1,112676.055,28169.014,1
172.16.0.1,192.168.10.50,5,1,1,1.2e+06,400000.0,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,33,1,1,181818.19,60606.062,1
192.168.10.12,212.42.76.248,470185,15,18,50084.543,70.18514,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.15,54.225.244.129,60881517,10,10,19.398335,0.32850692,0
172.16.0.1,192.168.10.50,73,1,1,82191.78,27397.26,1
192.168.10.19,104.97.87.215,5050443,7,4,157.21393,2.1780267,0
172.16.0.1,192.168.10.50,55,1,1,109090.91,36363.637,1
172.16.0.1,192.168.10.50,39,1,1,205128.2,51282.05,1
172.16.0.1,192.168.10.50,86,1,1,69767.445,23255.814,1
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
172.16.0.1,192.168.10.50,17,1,1,470588.25,117647.06,1
204.11.109.68,192.168.10.15,3,2,0,4e+06,666666.7,0
172.16.0.1,192.168.10.50,105,1,1,76190.48,19047.62,1
192.168.10.9,192.168.10.3,60708,2,2,5205.2446,65.889175,0
172.16.0.1,192.168.10.50,56,1,1,107142.86,35714.285,1
192.168.10.50,192.168.10.14,57,1,2,315789.47,52631.58,0
172.16.0.1,192.168.10.50,40,1,1,200000.0,50000.0,1
172.16.0.1,192.168.10.50,69,1,1,115942.03,28985.508,1
172.16.0.1,192.168.10.50,51,1,1,117647.06,39215.688,1
192.168.10.3,192.168.10.1,1054171,1,1,151.77803,1.8972254,0
172.16.0.1,192.168.10.50,40,1,1,150000.0,50000.0,1
192.168.10.3,192.168.10.1,23492,1,1,6470.2876,85.13537,0
172.16.0.1,192.168.10.50,92,1,1,65217.39,21739.13,1
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
172.16.0.1,192.168.10.50,71,1,1,84507.04,28169.014,1
192.168.10.3,192.168.10.1,30404,1,1,5854.4927,65.780815,0
172.16.0.1,192.168.10.50,63,1,1,126984.125,31746.031,1
172.16.0.1,192.168.10.50,110,1,1,54545.453,18181.818,1
172.16.0.1,192.168.10.50,34,1,1,176470.6,58823.53,1
192.168.10.8,149.202.222.104,6000303,3,1,1.999899,0.666633,0
172.16.0.1,192.168.10.50,78,1,1,102564.1,25641.025,1
172.16.0.1,192.168.10.50,75,1,1,80000.0,26666.666,1
172.16.0.1,192.168.10.50,75,1,1,80000.0,26666.666,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
172.16.0.1,192.168.10.50,52,1,1,153846.16,38461.54,1
136.243.15.152,192.168.10.14,236,2,0,50847.457,8474.576,0
192.168.10.3,192.168.10.1,48008,1,1,2895.3508,41.659725,0
172.16.0.1,192.168.10.50,55,1,1,109090.91,36363.637,1
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
172.16.0.1,192.168.10.50,8,1,1,750000.0,250000.0,1
172.16.0.1,192.168.10.50,56,1,1,107142.86,35714.285,1
192.168.10.19,192.168.10.3,166,2,2,963855.44,24096.385,0
104.97.74.19,192.168.10.14,4,3,0,1.08e+07,750000.0,0
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.9,192.168.10.3,227,2,2,1.4713656e+06,17621.145,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,38,1,1,210526.31,52631.58,1
172.16.0.1,192.168.10.50,53,1,1,150943.39,37735.848,1
192.168.10.17,192.168.10.3,200,2,2,1.44e+06,20000.0,0
172.16.0.1,192.168.10.50,46,1,1,173913.05,43478.26,1
192.168.10.3,192.168.10.1,169569,1,1,1144.077,11.794609,0
172.16.0.1,192.168.10.50,70,1,1,114285.71,28571.428,1
172.16.0.1,192.168.10.50,64,1,1,93750.0,31250.0,1
172.16.0.1,192.168.10.50,50,1,1,120000.0,40000.0,1
192.168.10.8,172.217.3.98,118241981,22,17,37.423256,0.3298321,0
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
192.168.10.3,192.168.10.1,162955,1,1,1233.4694,12.273327,0
